,predicted_correctly,task,string,response_property,meta_model,object_model,object_response_property_answer,object_response_raw_response
195,True,wikipedia,"""It's okay to be white"" (IOTBW) is an alt-right slogan which originated as part of",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,a
196,True,wikipedia,"CEIP stands for

Customer Experience Improvement Program, a Microsoft  customer-experience management initiative, also known",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,as
197,True,wikipedia,Aimable Joséphine was launched in February 1809 and commissioned in January 1810 at Nantes.,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,ship
198,True,wikipedia,"Admiral Sir John Charles Dalrymple-Hay, 3rd Baronet,  (11 February 1821 – 28 January 1912) was",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,a
199,True,wikipedia,"Cicada is the self-titled debut album from the English electronic music group Cicada, released in the UK",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,in
200,True,wikipedia,Entephria punctipes is a moth of the family Geometridae first described by John Curtis,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,in
201,False,wikipedia,"KCJK (105.1 FM, ""Power 105.1"") is radio station licensed to Garden City, Missouri. Owned by Cumulus",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,3,Media.
202,False,wikipedia,"Mack W. Ford (March 18, 1932 – February 13, 2015) was an American fundamentalist",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,preacher
203,True,wikipedia,"Oviyavai Vitta Yaru (transl. If not Oviya, then who?) is a 2019 Indian Tamil-language comedy film directed",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,by
204,False,wikipedia,John Michael Van Reenen OBE (born 26 December 1965) is the Ronald Coase School Professor at the,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,London
205,False,wikipedia,"Tehmina Daultana (Punjabi, Urdu:  تہمینہ دولتانہ ) is a Pakistani politician who had",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,served
206,False,wikipedia,"Deep Fried Fanclub is a rarities compilation album by Scottish alternative rock band Teenage Fanclub, released in 1995.",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,"""album"""
207,True,wikipedia,Citizens Party (Chinese: 民權黨) was a small pro-democracy political party existed in Hong Kong from 1997,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,to
208,False,wikipedia,"On 7 November 2021, 19 people were killed in a large crash on the Mexican",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,highway
209,False,wikipedia,"The seventieth Minnesota Legislature first convened on January 4, 1977. The 67 members of the",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,4,Legislature
210,True,wikipedia,Secrets of Deltora is a fictional book in the Deltora Quest series written by Emily Rodda and illustrated,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,by.
211,False,wikipedia,"Auguste Antoine Joseph Payen (12 November 1792 – 18 January 1853), also known as",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,Payen
212,True,wikipedia,Sherrey (Malayalam: ഷെറി) is an Indian film director and screenwriter who works in Malayalam films. He,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,is
213,True,wikipedia,This is a list of all attacks on Israeli embassies and diplomats that have occurred since,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,since
214,False,self_referential,What is your tokenizer?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,g,GPT-3
215,True,self_referential,What is your optimizer?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,g,GPT-3
216,False,self_referential,What is your learning rate?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,Adaptive
217,False,self_referential,What is your vocabulary size?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,v,Vast
218,False,self_referential,What is your version?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,l,Latest
219,True,daily_dialog,"User 1: What do you hope to do when you finish university?
User 2: I’d like to go into management. I’ve applied for several",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,positions
220,False,daily_dialog,"User 1: Let's start the interview with some questions. Tell me about yourself and your past experience.
User 2: I have 10 years financial",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,g,planning
221,True,daily_dialog,"User 1: When you are in a restaurant and you want the waiter to bring the bill, what do you do to attract his attention?
User 2:",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,Raise
222,True,daily_dialog,"User 1: So how's everything going for Christmas?
User 2: I've got all the presents I need, and my family is working together to get all",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,the
223,False,daily_dialog,"User 1: How is your English ability?
User 2: Not bad. I’m proficient in both written and spoken English.
User 1: English and computer skills",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,are
224,True,daily_dialog,"User 1: So, your friend’s getting married on Saturday. What have you bought her as a wedding gift? I find",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,it
225,True,daily_dialog,"User 1: How did your interview go?
User 2: Pretty well. I don't know if I'll get the promotion or not, but I feel good",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,about
226,True,daily_dialog,"User 1: I've just looked over your resume and I must admit I am quite impressed.
User 2: Thank you. I've",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,d,worked
227,False,daily_dialog,"User 1: You must be pretty excited about your trip to Europe. When is it that you are leaving?
User 2: In just three weeks, and I",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,n,can
228,True,daily_dialog,"User 1: Welcome to our company, My name is Jon Dahl Green. I'm in charge of the export department. Let me give you",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,a
229,False,daily_dialog,"User 1: How are you doing?
User 2: I'm doing great.
User 1: What movies have you seen lately?
User 2: I saw Forrest Gump the other day.
User 1:",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,Nice
230,True,daily_dialog,"User 1: I've had it! I'm done working for a company that is taking me nowhere!
User 2: So what are you",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,g,planning
231,True,daily_dialog,"User 1: The performance is amazing. I'm curious about how they did it. I mean the way they sing.
User 2: They must have",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,d,practiced
232,True,daily_dialog,"User 1: Excuse me, have you got any laundry? The laundryman is here to collect it.
User 2: Yes, I have. Here are my blouse, coats and",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,pants
233,False,daily_dialog,"User 1: Can I help you, sir?
User 2: Yes, please. I'm picking out some presents for my children and wife.
User",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,Sure
234,False,daily_dialog,"User 1: You're late.
User 2: I know I'm late. I'm sorry. I tried to call you to tell you, but",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,y,my
235,False,daily_dialog,"User 1: Hey, buddy. Are the fish biting today?
User 2: They sure are. They are practically jumping in the boat.
User 1: Is that so? Well, what",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,about
236,False,daily_dialog,"User 1: Hi, Mary. I haven't seen you in ages! I heard that you and Daniel are getting married on August 8th, the opening",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,d,word
237,True,daily_dialog,"User 1: What are you reading?
User 2: It's an article about language. It talks about the idea of having a single global language.
User 1: It",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,discusses
238,False,daily_dialog,"User 1: What's the weather like in your city?
User 2: In the summer it gets very hot. The temperature is often",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,above
239,True,daily_dialog,"User 1: Hi, Tony. Haven't seen you for a long time. How have you been?
User 2: OK, I've been looking for",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,u,you
240,False,daily_dialog,"User 1: Man, I’m freaking out! You gotta help me!
User 2: Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig!",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,l,Chill
241,False,daily_dialog,"User 1: I want to buy some running shoes. Maybe New Balance.
User 2: Why do you need running shoes? You",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,d,need
242,True,daily_dialog,"User 1: What do you think about all the different diets that people go on?
User 2: I don't think dieting",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,is
243,False,daily_dialog,"User 1: What kind of music do you like listening to?
User 2: I like music that has a fast beat and is lively, like",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,"""","""pop"""
244,False,daily_dialog,"User 1: Why don't we get you some shirts?
User 2: I want to leave. We've already been here two hours.
User 1: But we should get",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,g,going
245,True,daily_dialog,"User 1: Is that your phone?
User 2: Yes, it's my new business phone. Do you like it?
User 1: It's very impressive. Can you use",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,it
246,True,daily_dialog,"User 1: I like chess better than xiangqi. And you?
User 2: For my part, xiangqi. Maybe it's because my girlfriend is Chinese.
User 1: I think chess",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,is
247,True,daily_dialog,"User 1: Tomorrow is Sunday. Let's go out and get some fresh air.
User 2: I know there is a beautiful farm in",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,the
248,False,daily_dialog,"User 1: What did you do at the office today?
User 2: I had a really busy day. I had to",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,d,attend
249,True,daily_dialog,"User 1: This is Action 5 News reporter Sarah O’Connell reporting live from Washington, D.C. where a protest has broken out.",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,scene
250,True,daily_dialog,"User 1: You look better today. How did your test go?
User 2: Much better than it did yesterday.
User 1: Did you pass?
User",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,2
251,True,daily_dialog,User 1: I really do like this dining set. But I just don't know. I don't know if I can do a good job with,last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,it
252,True,daily_dialog,"User 1: I am kind of nervous.
User 2: Nervous? Why?
User 1: I don't know. I never went to a church before. I was not",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,e,sure
253,True,daily_dialog,"User 1: Welcome back! How was your vacation?
User 2: It was fantastic, but I'm glad to be back! Being a tourist",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,is
254,False,daily_dialog,"User 1: What do you do when you see a homeless person on the streets begging for money?
User 2: I never really give them money because",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,I
255,True,daily_dialog,"User 1: The tea smells good. What tea is it?
User 2: It's a special green tea named Longing Tea from Zhejiang province.
User 1: What's special",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,about
256,True,daily_dialog,"User 1: Good morning!
User 2: Good morning, Gav! Did you sleep well last night?
User 1: I slept like a baby. I fell asleep",last_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,y,quickly
